Hummingbird,Plant,Transect_R,Month,Year,ID,Day,Visits,Elevation,DateP,Survey_Type,Traitmatch,TotalCorolla,EffectiveCorolla,Corolla.Width,Final Corolla,Bill,Mass,Bill_width,Total_Culmen,WingChord,Bill_Depth,Wing_Width,Wing_Length,Aspect_Ratio,Wing_Area,Wing_Loading,Wing_Taper,Wing_Area.alArea.,Tail_Length,Foot_Extension,Tarsus_Length,Nail_Length,Clade,Genus
Booted Racket-tail,Heliconia virginalis,1300_1500,6,2016,FH2202,3,0,1370,6/15/2016,Camera,3.08,19.52210526,15.99526316,3.019473684,15.99526316,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Glossoloma purpureum,1300_1500,5,2016,FH2003,1,0,1370,5/14/2016,Camera,26.04,48.18515152,38.96151515,4.047878788,38.96151515,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Psammisia aberrans,1300_1500,11,2013,NF003,1,0,1458,11/17/2013,Camera,8.93,31.30444444,21.84777778,3.318148148,21.84777778,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Drymonia teuscheri,2100_2300,7,2015,FH843,1,0,2170,7/29/2015,Camera,5.3,23.64,18.22,3.098571429,18.22,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Glossoloma purpureum,1300_1500,7,2013,FL057,1,0,1390,7/4/2013,Camera,26.04,48.18515152,38.96151515,4.047878788,38.96151515,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Renealmia sessilifolia,1500_1700,6,2016,FH2203,2,0,1660,6/26/2016,Camera,5.96,25.41333333,18.88416667,5.123333333,18.88416667,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea strigosa,2100_2300,6,2015,FH1122,1,0,2130,6/23/2015,Camera,20.7,45.64666667,33.61777778,9.98,33.61777778,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Heliconia impudica,1500_1700,6,2014,NF086,1,0,1598,6/22/2014,Camera,0.73,17.71058824,13.64529412,2.218235294,13.64529412,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea mastersonii,1300_1500,12,2013,NF028,1,0,1457,12/21/2013,Camera,22.65,43.39384615,35.56538462,4.386153846,35.56538462,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Drymonia teuscheri,2100_2300,1,2015,FH1112,1,0,2170,1/19/2015,Camera,5.3,23.64,18.22,3.098571429,18.22,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea ciliata,1300_1500,7,2014,NF099,1,0,1400,7/6/2014,Camera,29.6,48.22,42.51666667,6.78,42.51666667,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea acetosoides,1900_2100,5,2016,FH1139,3,0,1960,5/11/2016,Camera,5.74,22.9544,18.6612,2.6984,18.6612,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Salvia quitensis,1300_1500,4,2016,FH1702,1,0,1380,4/26/2016,Camera,6.29,24.77294118,19.21294118,3.494117647,19.21294118,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Renealmia sessilifolia,1500_1700,7,2013,FL053,1,1,1550,7/5/2013,Camera,5.96,25.41333333,18.88416667,5.123333333,18.88416667,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Alloplectus tetragonoides,1900_2100,12,2013,FH704,1,0,1940,12/4/2013,Camera,15.6,37.87,28.525,3.36,28.525,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Pitcairnia sodiroi,2100_2300,4,2015,FH1118,1,0,2120,4/28/2015,Camera,26.47,48.168,39.39,6.342,39.39,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea demissa,1900_2100,6,2016,FH1141,2,1,1960,6/10/2016,Camera,1.48,19.78680851,14.4006383,3.663617021,14.4006383,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Centropogon solanifolius,2100_2300,4,2016,FH1233,2,0,2160,4/28/2016,Camera,30.25,51.47528,43.1704,4.3044,43.1704,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Glossoloma purpureum,1300_1500,7,2014,NF101,1,0,1400,7/7/2014,Camera,26.04,48.18515152,38.96151515,4.047878788,38.96151515,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea mastersonii,1500_1700,1,2015,NF173,1,0,1530,1/21/2015,Camera,22.65,43.39384615,35.56538462,4.386153846,35.56538462,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Centropogon solanifolius,1700_1900,10,2013,FH801,1,0,1860,10/22/2013,Camera,30.25,51.47528,43.1704,4.3044,43.1704,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Gasteranthus quitensis,1700_1900,5,2015,FH922,1,0,1880,5/27/2015,Camera,0.7,15.64454545,12.22363636,3.470697674,12.22363636,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Glossoloma purpureum,1300_1500,6,2016,FH1705,3,0,1370,6/13/2016,Camera,26.04,48.18515152,38.96151515,4.047878788,38.96151515,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea kucyniakii,1900_2100,1,2014,FH408,1,0,1920,1/21/2014,Camera,20.48,39.1,33.4,7.6,33.4,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Macleania stricta,2100_2300,10,2013,FH301,1,0,2120,10/22/2013,Camera,3.87,20.39652174,16.79086957,3.138181818,16.79086957,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Centropogon solanifolius,1500_1700,7,2013,FL050,1,0,1600,7/4/2013,Camera,30.25,51.47528,43.1704,4.3044,43.1704,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea ciliata,1300_1500,2,2014,NF059,3,0,1375,2/26/2014,Camera,29.6,48.22,42.51666667,6.78,42.51666667,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Psammisia sodiroi,2100_2300,5,2015,FH1219,1,0,2130,5/13/2015,Camera,3.01,19.73352941,15.93142857,3.474857143,15.93142857,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Psammisia ulbrichiana,1700_1900,7,2013,FL072,1,0,1890,7/24/2013,Camera,10.74,28.6284375,23.658125,2.998125,23.658125,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Psammisia sodiroi,1900_2100,7,2013,FL081,2,0,2100,7/27/2013,Camera,3.01,19.73352941,15.93142857,3.474857143,15.93142857,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Centropogon solanifolius,1300_1500,10,2014,NF137,1,0,1400,10/7/2014,Camera,30.25,51.47528,43.1704,4.3044,43.1704,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea ciliata,2100_2300,1,2014,FH508,1,0,2120,1/1/2014,Camera,29.6,48.22,42.51666667,6.78,42.51666667,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea mastersonii,1300_1500,12,2013,NF017,1,0,1370,12/14/2013,Camera,22.65,43.39384615,35.56538462,4.386153846,35.56538462,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea acetosoides,1900_2100,6,2016,FH1406,2,0,1960,6/9/2016,Camera,5.74,22.9544,18.6612,2.6984,18.6612,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Besleria solanoides,1900_2100,4,2015,FH538,1,0,2080,4/28/2015,Camera,1.82,16.22952381,11.10333333,3.016190476,11.10333333,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Gasteranthus lateralis,2100_2300,10,2015,FH1402,1,0,2150,10/20/2015,Camera,5.08,26,18,NA,18,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea demissa,1300_1500,12,2013,NF027,1,0,1367,12/21/2013,Camera,1.48,19.78680851,14.4006383,3.663617021,14.4006383,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Besleria solanoides,2100_2300,8,2013,FL090,3,3,2110,8/2/2013,Camera,1.82,16.22952381,11.10333333,3.016190476,11.10333333,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Centropogon solanifolius,1700_1900,6,2014,FH118,1,0,1800,6/4/2014,Camera,30.25,51.47528,43.1704,4.3044,43.1704,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Glossoloma purpureum,1300_1500,6,2016,FH1705,2,0,1370,6/12/2016,Camera,26.04,48.18515152,38.96151515,4.047878788,38.96151515,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Renealmia sessilifolia,1500_1700,6,2016,FH2203,4,0,1660,6/28/2016,Camera,5.96,25.41333333,18.88416667,5.123333333,18.88416667,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea demissa,1300_1500,8,2013,FL099,1,0,1380,8/14/2013,Camera,1.48,19.78680851,14.4006383,3.663617021,14.4006383,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Centropogon solanifolius,2100_2300,4,2015,FH920,1,0,2120,4/28/2015,Camera,30.25,51.47528,43.1704,4.3044,43.1704,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Drymonia tenuis,2100_2300,3,2014,FH513,1,0,2130,3/25/2014,Camera,0.63,23.12,13.5475,3.605,13.5475,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Fuchsia macrostigma,1900_2100,12,2013,FH404,1,0,1960,12/4/2013,Camera,50.83,70.54833333,63.75333333,6.363333333,63.75333333,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea demissa,1500_1700,5,2014,NF084,1,10,1513,5/24/2014,Camera,1.48,19.78680851,14.4006383,3.663617021,14.4006383,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Centropogon solanifolius,2100_2300,4,2016,FH1137,1,0,2140,4/20/2016,Camera,30.25,51.47528,43.1704,4.3044,43.1704,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Heliconia impudica,1500_1700,5,2016,FH2004,1,0,1570,5/27/2016,Camera,0.73,17.71058824,13.64529412,2.218235294,13.64529412,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Psammisia ulbrichiana,1900_2100,7,2015,FH441,1,0,1920,7/14/2015,Camera,10.74,28.6284375,23.658125,2.998125,23.658125,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Macleania stricta,2100_2300,6,2015,FH1121,1,0,2120,6/9/2015,Camera,3.87,20.39652174,16.79086957,3.138181818,16.79086957,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Mezobromelia capituligera,1900_2100,3,2014,FH312,1,0,1960,3/11/2014,Camera,19.08,32,NA,NA,32,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Centropogon solanifolius,1300_1500,10,2014,NF133,2,0,1366,10/9/2014,Camera,30.25,51.47528,43.1704,4.3044,43.1704,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea acetosoides,1900_2100,5,2014,FH215,1,0,2070,5/7/2014,Camera,5.74,22.9544,18.6612,2.6984,18.6612,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Heliconia burleana,1900_2100,6,2013,FL026,1,0,2020,6/15/2013,Camera,10.35,33.115,23.26642857,2.027142857,23.26642857,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Psammisia sodiroi,2100_2300,10,2015,FH550,1,0,2110,10/20/2015,Camera,3.01,19.73352941,15.93142857,3.474857143,15.93142857,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Fuchsia macrostigma,1900_2100,7,2013,FL085,1,0,1970,7/25/2013,Camera,50.83,70.54833333,63.75333333,6.363333333,63.75333333,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Drymonia tenuis,1700_1900,7,2013,FL063,2,0,1710,7/10/2013,Camera,0.63,23.12,13.5475,3.605,13.5475,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea mastersonii,1300_1500,5,2016,FH1804,2,0,1370,5/28/2016,Camera,22.65,43.39384615,35.56538462,4.386153846,35.56538462,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Glossoloma purpureum,1500_1700,6,2016,FH1601,1,0,1660,6/25/2016,Camera,26.04,48.18515152,38.96151515,4.047878788,38.96151515,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Drymonia teuscheri,2100_2300,6,2013,FL031,2,0,2120,6/20/2013,Camera,5.3,23.64,18.22,3.098571429,18.22,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Alloplectus tetragonoides,1900_2100,6,2013,FL027,2,0,2090,6/16/2013,Camera,15.6,37.87,28.525,3.36,28.525,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Mezobromelia capituligera,1900_2100,10,2014,FH908,1,0,2020,10/22/2014,Camera,19.08,32,NA,NA,32,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea mastersonii,1300_1500,5,2016,FH1804,1,0,1370,5/27/2016,Camera,22.65,43.39384615,35.56538462,4.386153846,35.56538462,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Psammisia aberrans,1300_1500,7,2013,FL062,2,0,1450,7/10/2013,Camera,8.93,31.30444444,21.84777778,3.318148148,21.84777778,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Glossoloma purpureum,1300_1500,4,2016,FH2102,1,0,1380,4/25/2016,Camera,26.04,48.18515152,38.96151515,4.047878788,38.96151515,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Kohleria affinis,1700_1900,3,2014,FH512,1,0,1750,3/11/2014,Camera,26.08,39,39,NA,39,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Glossoloma oblongicalyx,2100_2300,5,2014,FH117,1,0,2158,5/21/2014,Camera,29.24,52.58,42.165,4.3745,42.165,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Salvia quitensis,1300_1500,8,2013,FL102,1,0,1410,8/14/2013,Camera,6.29,24.77294118,19.21294118,3.494117647,19.21294118,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Drymonia tenuis,2100_2300,4,2016,FH551,1,0,2180,4/12/2016,Camera,0.63,23.12,13.5475,3.605,13.5475,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea demissa,1900_2100,6,2016,FH1141,1,4,1960,6/8/2016,Camera,1.48,19.78680851,14.4006383,3.663617021,14.4006383,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Renealmia sessilifolia,1500_1700,6,2016,FH2203,3,1,1660,6/27/2016,Camera,5.96,25.41333333,18.88416667,5.123333333,18.88416667,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Fuchsia macrostigma,1900_2100,5,2014,FH617,1,0,1950,5/21/2014,Camera,50.83,70.54833333,63.75333333,6.363333333,63.75333333,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Heliconia burleana,1900_2100,8,2013,FL092,1,0,2030,8/2/2013,Camera,10.35,33.115,23.26642857,2.027142857,23.26642857,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Kohleria affinis,1900_2100,5,2014,FH416,1,0,1990,5/21/2014,Camera,26.08,39,39,NA,39,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Glossoloma purpureum,1300_1500,12,2014,NF150,3,0,1484,12/9/2014,Camera,26.04,48.18515152,38.96151515,4.047878788,38.96151515,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Centropogon solanifolius,1700_1900,7,2014,FH1201,1,0,1890,7/22/2014,Camera,30.25,51.47528,43.1704,4.3044,43.1704,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea mastersonii,1500_1700,12,2013,NF015,2,0,1688,12/1/2013,Camera,22.65,43.39384615,35.56538462,4.386153846,35.56538462,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Mezobromelia capituligera,1900_2100,12,2014,FH727,1,0,1960,12/2/2014,Camera,19.08,32,NA,NA,32,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Centropogon solanifolius,1500_1700,3,2014,NF070,1,0,1672,3/24/2014,Camera,30.25,51.47528,43.1704,4.3044,43.1704,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Guzmania jaramilloi,1500_1700,1,2014,NF039,1,1,1656,1/19/2014,Camera,13.26,30.435,26.1825,4.3225,26.1825,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Glossoloma purpureum,1500_1700,6,2016,FH1601,2,0,1660,6/26/2016,Camera,26.04,48.18515152,38.96151515,4.047878788,38.96151515,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Centropogon solanifolius,2100_2300,5,2014,FH815,1,0,2130,5/21/2014,Camera,30.25,51.47528,43.1704,4.3044,43.1704,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Palicourea acetosoides,1900_2100,5,2014,FH715,1,0,1960,5/21/2014,Camera,5.74,22.9544,18.6612,2.6984,18.6612,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Psammisia sodiroi,1900_2100,7,2013,FL081,1,0,2100,7/26/2013,Camera,3.01,19.73352941,15.93142857,3.474857143,15.93142857,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Guzmania amplectens,1500_1700,12,2013,NF031,1,0,1604,12/21/2013,Camera,43.08,53,56,12.5,56,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
Booted Racket-tail,Columnea ciliata,1500_1700,12,2013,NF012,1,0,1537,12/1/2013,Camera,29.6,48.22,42.51666667,6.78,42.51666667,12.92,2.49,4.32,14.81,42.16,1.42,13.84,46.04,8.41,3.32,0.24,0.26,5.04,63.34,8.88,4.18,2.48,Brilliant,Ocreatus
