"","Hummingbird","Iplant_Double","Camera","Bird","Plant","Day","Yobs","DateP","Transect_R","Month","Year","Traitmatch","All_Flowers","Used_Flowers","FlowerA","BAll_Flowers","UThresh","BUsed_Flowers","Thresh","BFlowerA","jBird","jPlant"
"334","Booted Racket-tail","Palicourea demissa","320",8,92,2,0,2014-12-06,"1300_1500",12,"2014",0.687,700,183,33,1,3851,0,323.5,0,1,31
"335","Booted Racket-tail","Palicourea demissa","281",8,92,3,0,2013-12-22,"1300_1500",12,"2013",0.687,771,416.5,155,1,3851,0,323.5,0,1,31
"336","Booted Racket-tail","Palicourea demissa","49",8,92,3,0,2015-06-09,"1700_1900",6,"2015",0.687,1964,1446,772.666666666667,1,3851,0,323.5,1,1,31
"337","Booted Racket-tail","Palicourea demissa","295",8,92,3,0,2014-02-23,"1300_1500",2,"2014",0.687,337.666666666667,62.3333333333333,42.3333333333333,1,3851,0,323.5,0,1,31
"338","Booted Racket-tail","Palicourea demissa","320",8,92,3,0,2014-12-03,"1300_1500",12,"2014",0.687,700,183,33,1,3851,0,323.5,0,1,31
"339","Booted Racket-tail","Palicourea demissa","320",8,92,3,0,2014-11-30,"1300_1500",11,"2014",0.687,700,183,33,1,3851,0,323.5,0,1,31
"340","Booted Racket-tail","Palicourea demissa","239",8,92,3,0,2013-07-10,"1300_1500",7,"2013",0.687,1873.33333333333,1429.66666666667,1269.66666666667,1,3851,0,323.5,1,1,31
"341","Booted Racket-tail","Palicourea demissa","252",8,92,3,0,2013-07-26,"1900_2100",7,"2013",0.687,7772.16666666667,3194.83333333333,1046.33333333333,1,3851,0,323.5,1,1,31
"342","Booted Racket-tail","Palicourea demissa","216",8,92,1,0,2013-06-06,"1500_1700",6,"2013",0.687,0,0,0,0,3851,0,323.5,0,1,31
"343","Booted Racket-tail","Palicourea demissa","239",8,92,3,0,2013-07-11,"1300_1500",7,"2013",0.687,1873.33333333333,1429.66666666667,1269.66666666667,1,3851,0,323.5,1,1,31
"344","Booted Racket-tail","Palicourea demissa","268",8,92,2,3,2013-08-14,"1300_1500",8,"2013",0.687,0,0,0,0,3851,0,323.5,0,1,31
"345","Booted Racket-tail","Palicourea demissa","302",8,92,3,0,2014-05-23,"1300_1500",5,"2014",0.687,694.5,453.5,407.5,1,3851,0,323.5,1,1,31
"346","Booted Racket-tail","Palicourea demissa","320",8,92,1,1,2014-12-04,"1300_1500",12,"2014",0.687,700,183,33,1,3851,0,323.5,0,1,31
"347","Booted Racket-tail","Palicourea demissa","320",8,92,1,1,2014-12-03,"1300_1500",12,"2014",0.687,700,183,33,1,3851,0,323.5,0,1,31
"348","Booted Racket-tail","Palicourea demissa","302",8,92,2,4,2014-05-23,"1300_1500",5,"2014",0.687,694.5,453.5,407.5,1,3851,0,323.5,1,1,31
"349","Booted Racket-tail","Palicourea demissa","239",8,92,2,1,2013-07-11,"1300_1500",7,"2013",0.687,1873.33333333333,1429.66666666667,1269.66666666667,1,3851,0,323.5,1,1,31
"350","Booted Racket-tail","Palicourea demissa","306",8,92,2,0,2014-06-21,"1300_1500",6,"2014",0.687,1673,1157,1109,1,3851,0,323.5,1,1,31
"351","Booted Racket-tail","Palicourea demissa","320",8,92,1,1,2014-11-30,"1300_1500",11,"2014",0.687,700,183,33,1,3851,0,323.5,0,1,31
"352","Booted Racket-tail","Palicourea demissa","320",8,92,1,1,2014-12-06,"1300_1500",12,"2014",0.687,700,183,33,1,3851,0,323.5,0,1,31
"353","Booted Racket-tail","Palicourea demissa","313",8,92,1,0,2014-07-22,"1300_1500",7,"2014",0.687,2455.5,1584.5,1559.5,1,3851,0,323.5,1,1,31
"354","Booted Racket-tail","Palicourea demissa","239",8,92,2,1,2013-07-10,"1300_1500",7,"2013",0.687,1873.33333333333,1429.66666666667,1269.66666666667,1,3851,0,323.5,1,1,31
"355","Booted Racket-tail","Palicourea demissa","281",8,92,3,0,2013-12-21,"1300_1500",12,"2013",0.687,771,416.5,155,1,3851,0,323.5,0,1,31
"356","Booted Racket-tail","Palicourea demissa","302",8,92,2,4,2014-05-24,"1300_1500",5,"2014",0.687,786,555,505,1,3851,0,323.5,1,1,31
"357","Booted Racket-tail","Palicourea demissa","268",8,92,1,0,2013-08-14,"1300_1500",8,"2013",0.687,0,0,0,0,3851,0,323.5,0,1,31
"358","Booted Racket-tail","Palicourea demissa","313",8,92,2,0,2014-07-22,"1300_1500",7,"2014",0.687,2455.5,1584.5,1559.5,1,3851,0,323.5,1,1,31
"359","Booted Racket-tail","Palicourea demissa","268",8,92,3,0,2013-08-15,"1300_1500",8,"2013",0.687,0,0,0,0,3851,0,323.5,0,1,31
"360","Booted Racket-tail","Palicourea demissa","216",8,92,3,0,2013-06-05,"1500_1700",6,"2013",0.687,0,0,0,0,3851,0,323.5,0,1,31
"361","Booted Racket-tail","Palicourea demissa","320",8,92,3,0,2014-12-06,"1300_1500",12,"2014",0.687,700,183,33,1,3851,0,323.5,0,1,31
"362","Booted Racket-tail","Palicourea demissa","216",8,92,1,0,2013-06-05,"1500_1700",6,"2013",0.687,0,0,0,0,3851,0,323.5,0,1,31
"363","Booted Racket-tail","Palicourea demissa","49",8,92,2,0,2015-06-09,"1700_1900",6,"2015",0.687,1964,1446,772.666666666667,1,3851,0,323.5,1,1,31
"364","Booted Racket-tail","Palicourea demissa","216",8,92,2,0,2013-06-05,"1500_1700",6,"2013",0.687,0,0,0,0,3851,0,323.5,0,1,31
"365","Booted Racket-tail","Palicourea demissa","302",8,92,1,1,2014-05-24,"1300_1500",5,"2014",0.687,786,555,505,1,3851,0,323.5,1,1,31
"366","Booted Racket-tail","Palicourea demissa","320",8,92,2,0,2014-12-04,"1300_1500",12,"2014",0.687,700,183,33,1,3851,0,323.5,0,1,31
"367","Booted Racket-tail","Palicourea demissa","306",8,92,2,0,2014-06-22,"1300_1500",6,"2014",0.687,2377,1556,1518,1,3851,0,323.5,1,1,31
"368","Booted Racket-tail","Palicourea demissa","307",8,92,1,0,2014-07-04,"1300_1500",7,"2014",0.687,2458,1539,1514.5,1,3851,0,323.5,1,1,31
"369","Booted Racket-tail","Palicourea demissa","302",8,92,1,1,2014-05-23,"1300_1500",5,"2014",0.687,694.5,453.5,407.5,1,3851,0,323.5,1,1,31
"370","Booted Racket-tail","Palicourea demissa","281",8,92,1,0,2013-12-21,"1300_1500",12,"2013",0.687,771,416.5,155,1,3851,0,323.5,0,1,31
"371","Booted Racket-tail","Palicourea demissa","268",8,92,1,0,2013-08-15,"1300_1500",8,"2013",0.687,0,0,0,0,3851,0,323.5,0,1,31
"372","Booted Racket-tail","Palicourea demissa","303",8,92,3,0,2014-05-24,"1500_1700",5,"2014",0.687,1097,697,535.5,1,3851,0,323.5,1,1,31
"373","Booted Racket-tail","Palicourea demissa","252",8,92,2,0,2013-07-25,"1900_2100",7,"2013",0.687,7772.16666666667,3194.83333333333,1046.33333333333,1,3851,0,323.5,1,1,31
"374","Booted Racket-tail","Palicourea demissa","306",8,92,1,0,2014-06-22,"1300_1500",6,"2014",0.687,2377,1556,1518,1,3851,0,323.5,1,1,31
"375","Booted Racket-tail","Palicourea demissa","306",8,92,1,0,2014-06-21,"1300_1500",6,"2014",0.687,1673,1157,1109,1,3851,0,323.5,1,1,31
"376","Booted Racket-tail","Palicourea demissa","281",8,92,2,0,2013-12-22,"1300_1500",12,"2013",0.687,771,416.5,155,1,3851,0,323.5,0,1,31
"377","Booted Racket-tail","Palicourea demissa","239",8,92,1,6,2013-07-11,"1300_1500",7,"2013",0.687,1873.33333333333,1429.66666666667,1269.66666666667,1,3851,0,323.5,1,1,31
"378","Booted Racket-tail","Palicourea demissa","307",8,92,2,0,2014-07-04,"1300_1500",7,"2014",0.687,2458,1539,1514.5,1,3851,0,323.5,1,1,31
"379","Booted Racket-tail","Palicourea demissa","49",8,92,1,1,2015-06-09,"1700_1900",6,"2015",0.687,1964,1446,772.666666666667,1,3851,0,323.5,1,1,31
"380","Booted Racket-tail","Palicourea demissa","313",8,92,3,0,2014-07-22,"1300_1500",7,"2014",0.687,2455.5,1584.5,1559.5,1,3851,0,323.5,1,1,31
"381","Booted Racket-tail","Palicourea demissa","320",8,92,2,0,2014-11-30,"1300_1500",11,"2014",0.687,700,183,33,1,3851,0,323.5,0,1,31
"382","Booted Racket-tail","Palicourea demissa","268",8,92,3,0,2013-08-14,"1300_1500",8,"2013",0.687,0,0,0,0,3851,0,323.5,0,1,31
"383","Booted Racket-tail","Palicourea demissa","252",8,92,2,0,2013-07-26,"1900_2100",7,"2013",0.687,7772.16666666667,3194.83333333333,1046.33333333333,1,3851,0,323.5,1,1,31
"384","Booted Racket-tail","Palicourea demissa","306",8,92,3,0,2014-06-21,"1300_1500",6,"2014",0.687,1673,1157,1109,1,3851,0,323.5,1,1,31
"385","Booted Racket-tail","Palicourea demissa","216",8,92,2,0,2013-06-06,"1500_1700",6,"2013",0.687,0,0,0,0,3851,0,323.5,0,1,31
"386","Booted Racket-tail","Palicourea demissa","252",8,92,1,0,2013-07-25,"1900_2100",7,"2013",0.687,7772.16666666667,3194.83333333333,1046.33333333333,1,3851,0,323.5,1,1,31
"387","Booted Racket-tail","Palicourea demissa","295",8,92,2,0,2014-02-23,"1300_1500",2,"2014",0.687,337.666666666667,62.3333333333333,42.3333333333333,1,3851,0,323.5,0,1,31
"388","Booted Racket-tail","Palicourea demissa","306",8,92,3,0,2014-06-22,"1300_1500",6,"2014",0.687,2377,1556,1518,1,3851,0,323.5,1,1,31
"389","Booted Racket-tail","Palicourea demissa","320",8,92,2,0,2014-12-03,"1300_1500",12,"2014",0.687,700,183,33,1,3851,0,323.5,0,1,31
"390","Booted Racket-tail","Palicourea demissa","130",8,92,3,0,2015-05-27,"1900_2100",5,"2015",0.687,1459,802,202.5,1,3851,0,323.5,0,1,31
"391","Booted Racket-tail","Palicourea demissa","130",8,92,2,0,2015-05-27,"1900_2100",5,"2015",0.687,1459,802,202.5,1,3851,0,323.5,0,1,31
"392","Booted Racket-tail","Palicourea demissa","239",8,92,1,6,2013-07-10,"1300_1500",7,"2013",0.687,1873.33333333333,1429.66666666667,1269.66666666667,1,3851,0,323.5,1,1,31
"393","Booted Racket-tail","Palicourea demissa","295",8,92,1,1,2014-02-23,"1300_1500",2,"2014",0.687,337.666666666667,62.3333333333333,42.3333333333333,1,3851,0,323.5,0,1,31
"394","Booted Racket-tail","Palicourea demissa","281",8,92,2,0,2013-12-21,"1300_1500",12,"2013",0.687,771,416.5,155,1,3851,0,323.5,0,1,31
"395","Booted Racket-tail","Palicourea demissa","307",8,92,3,0,2014-07-04,"1300_1500",7,"2014",0.687,2458,1539,1514.5,1,3851,0,323.5,1,1,31
"396","Booted Racket-tail","Palicourea demissa","281",8,92,1,0,2013-12-22,"1300_1500",12,"2013",0.687,771,416.5,155,1,3851,0,323.5,0,1,31
"397","Booted Racket-tail","Palicourea demissa","302",8,92,3,0,2014-05-24,"1300_1500",5,"2014",0.687,786,555,505,1,3851,0,323.5,1,1,31
"398","Booted Racket-tail","Palicourea demissa","216",8,92,3,0,2013-06-06,"1500_1700",6,"2013",0.687,0,0,0,0,3851,0,323.5,0,1,31
"399","Booted Racket-tail","Palicourea demissa","130",8,92,1,0,2015-05-27,"1900_2100",5,"2015",0.687,1459,802,202.5,1,3851,0,323.5,0,1,31
"400","Booted Racket-tail","Palicourea lineata","252",8,93,2,0,2013-07-25,"1900_2100",7,"2013",0.352,7772.16666666667,3194.83333333333,1584,1,3851,0,323.5,1,1,32
"401","Booted Racket-tail","Palicourea lineata","252",8,93,3,0,2013-07-26,"1900_2100",7,"2013",0.352,7772.16666666667,3194.83333333333,1584,1,3851,0,323.5,1,1,32
"402","Booted Racket-tail","Palicourea lineata","252",8,93,3,0,2013-07-25,"1900_2100",7,"2013",0.352,7772.16666666667,3194.83333333333,1584,1,3851,0,323.5,1,1,32
"403","Booted Racket-tail","Palicourea lineata","252",8,93,2,0,2013-07-26,"1900_2100",7,"2013",0.352,7772.16666666667,3194.83333333333,1584,1,3851,0,323.5,1,1,32
"404","Booted Racket-tail","Palicourea lineata","252",8,93,1,1,2013-07-26,"1900_2100",7,"2013",0.352,7772.16666666667,3194.83333333333,1584,1,3851,0,323.5,1,1,32
"405","Booted Racket-tail","Palicourea lineata","252",8,93,1,1,2013-07-25,"1900_2100",7,"2013",0.352,7772.16666666667,3194.83333333333,1584,1,3851,0,323.5,1,1,32
"406","Booted Racket-tail","Psammisia aberrans","241",8,98,2,0,2013-07-10,"1300_1500",7,"2013",1.838,1873.33333333333,1429.66666666667,0,1,3851,0,323.5,0,1,34
"407","Booted Racket-tail","Psammisia aberrans","271",8,98,1,0,2013-11-17,"1300_1500",11,"2013",1.838,839,328,0,1,3851,0,323.5,0,1,34
"408","Booted Racket-tail","Psammisia aberrans","241",8,98,1,0,2013-07-10,"1300_1500",7,"2013",1.838,1873.33333333333,1429.66666666667,0,1,3851,0,323.5,0,1,34
"409","Booted Racket-tail","Psammisia aberrans","280",8,98,2,0,2013-12-15,"1300_1500",12,"2013",1.838,771,416.5,0,1,3851,0,323.5,0,1,34
"410","Booted Racket-tail","Psammisia aberrans","246",8,98,1,0,2013-07-21,"1300_1500",7,"2013",1.838,1873.33333333333,1429.66666666667,0,1,3851,0,323.5,0,1,34
"411","Booted Racket-tail","Psammisia aberrans","241",8,98,2,0,2013-07-09,"1300_1500",7,"2013",1.838,1873.33333333333,1429.66666666667,0,1,3851,0,323.5,0,1,34
"412","Booted Racket-tail","Psammisia aberrans","61",8,98,2,0,2014-01-02,"1900_2100",1,"2014",1.838,879.5,82.5,0,1,3851,0,323.5,0,1,34
"413","Booted Racket-tail","Psammisia aberrans","246",8,98,1,0,2013-07-20,"1300_1500",7,"2013",1.838,1873.33333333333,1429.66666666667,0,1,3851,0,323.5,0,1,34
"414","Booted Racket-tail","Psammisia aberrans","61",8,98,3,0,2014-01-02,"1900_2100",1,"2014",1.838,879.5,82.5,0,1,3851,0,323.5,0,1,34
"415","Booted Racket-tail","Psammisia aberrans","271",8,98,3,0,2013-11-17,"1300_1500",11,"2013",1.838,839,328,0,1,3851,0,323.5,0,1,34
"416","Booted Racket-tail","Psammisia aberrans","51",8,98,3,0,2015-08-12,"1300_1500",8,"2015",1.838,841,123,0,1,3851,0,323.5,0,1,34
"417","Booted Racket-tail","Psammisia aberrans","61",8,98,1,0,2014-01-02,"1900_2100",1,"2014",1.838,879.5,82.5,0,1,3851,0,323.5,0,1,34
"418","Booted Racket-tail","Psammisia aberrans","246",8,98,3,0,2013-07-20,"1300_1500",7,"2013",1.838,1873.33333333333,1429.66666666667,0,1,3851,0,323.5,0,1,34
"419","Booted Racket-tail","Psammisia aberrans","246",8,98,3,0,2013-07-21,"1300_1500",7,"2013",1.838,1873.33333333333,1429.66666666667,0,1,3851,0,323.5,0,1,34
"420","Booted Racket-tail","Psammisia aberrans","280",8,98,3,0,2013-12-15,"1300_1500",12,"2013",1.838,771,416.5,0,1,3851,0,323.5,0,1,34
"421","Booted Racket-tail","Psammisia aberrans","51",8,98,2,0,2015-08-12,"1300_1500",8,"2015",1.838,841,123,0,1,3851,0,323.5,0,1,34
"422","Booted Racket-tail","Psammisia aberrans","246",8,98,2,0,2013-07-20,"1300_1500",7,"2013",1.838,1873.33333333333,1429.66666666667,0,1,3851,0,323.5,0,1,34
"423","Booted Racket-tail","Psammisia aberrans","280",8,98,1,0,2013-12-15,"1300_1500",12,"2013",1.838,771,416.5,0,1,3851,0,323.5,0,1,34
"424","Booted Racket-tail","Psammisia aberrans","241",8,98,3,0,2013-07-09,"1300_1500",7,"2013",1.838,1873.33333333333,1429.66666666667,0,1,3851,0,323.5,0,1,34
"425","Booted Racket-tail","Psammisia aberrans","241",8,98,1,0,2013-07-09,"1300_1500",7,"2013",1.838,1873.33333333333,1429.66666666667,0,1,3851,0,323.5,0,1,34
"426","Booted Racket-tail","Psammisia aberrans","241",8,98,3,0,2013-07-10,"1300_1500",7,"2013",1.838,1873.33333333333,1429.66666666667,0,1,3851,0,323.5,0,1,34
"427","Booted Racket-tail","Psammisia aberrans","246",8,98,2,0,2013-07-21,"1300_1500",7,"2013",1.838,1873.33333333333,1429.66666666667,0,1,3851,0,323.5,0,1,34
"428","Booted Racket-tail","Psammisia aberrans","271",8,98,2,0,2013-11-17,"1300_1500",11,"2013",1.838,839,328,0,1,3851,0,323.5,0,1,34
"429","Booted Racket-tail","Psammisia aberrans","51",8,98,1,0,2015-08-12,"1300_1500",8,"2015",1.838,841,123,0,1,3851,0,323.5,0,1,34
"430","Booted Racket-tail","Psammisia sodiroi","265",8,101,1,0,2013-08-05,"2100_2300",8,"2013",0.681,13105,7721.66666666667,0,1,3851,1,323.5,0,1,35
"431","Booted Racket-tail","Psammisia sodiroi","265",8,101,1,0,2013-08-04,"2100_2300",8,"2013",0.681,13105,7721.66666666667,0,1,3851,1,323.5,0,1,35
"432","Booted Racket-tail","Psammisia sodiroi","265",8,101,2,0,2013-08-03,"2100_2300",8,"2013",0.681,13105,7721.66666666667,0,1,3851,1,323.5,0,1,35
"433","Booted Racket-tail","Psammisia sodiroi","265",8,101,3,0,2013-08-03,"2100_2300",8,"2013",0.681,13105,7721.66666666667,0,1,3851,1,323.5,0,1,35
"434","Booted Racket-tail","Psammisia sodiroi","265",8,101,3,0,2013-08-02,"2100_2300",8,"2013",0.681,13105,7721.66666666667,0,1,3851,1,323.5,0,1,35
"435","Booted Racket-tail","Psammisia sodiroi","265",8,101,2,0,2013-08-02,"2100_2300",8,"2013",0.681,13105,7721.66666666667,0,1,3851,1,323.5,0,1,35
"436","Booted Racket-tail","Psammisia sodiroi","265",8,101,3,0,2013-08-05,"2100_2300",8,"2013",0.681,13105,7721.66666666667,0,1,3851,1,323.5,0,1,35
"437","Booted Racket-tail","Psammisia sodiroi","265",8,101,2,0,2013-08-04,"2100_2300",8,"2013",0.681,13105,7721.66666666667,0,1,3851,1,323.5,0,1,35
"438","Booted Racket-tail","Psammisia sodiroi","265",8,101,3,0,2013-08-04,"2100_2300",8,"2013",0.681,13105,7721.66666666667,0,1,3851,1,323.5,0,1,35
"439","Booted Racket-tail","Psammisia sodiroi","265",8,101,1,0,2013-08-02,"2100_2300",8,"2013",0.681,13105,7721.66666666667,0,1,3851,1,323.5,0,1,35
"440","Booted Racket-tail","Psammisia sodiroi","265",8,101,1,0,2013-08-03,"2100_2300",8,"2013",0.681,13105,7721.66666666667,0,1,3851,1,323.5,0,1,35
"441","Booted Racket-tail","Psammisia sodiroi","265",8,101,2,0,2013-08-05,"2100_2300",8,"2013",0.681,13105,7721.66666666667,0,1,3851,1,323.5,0,1,35
"442","Booted Racket-tail","Psammisia ulbrichiana","248",8,102,1,0,2013-07-24,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"443","Booted Racket-tail","Psammisia ulbrichiana","312",8,102,3,0,2014-07-08,"1300_1500",7,"2014",1.571,2539,1522,6,1,3851,0,323.5,0,1,36
"444","Booted Racket-tail","Psammisia ulbrichiana","248",8,102,3,0,2013-07-26,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"445","Booted Racket-tail","Psammisia ulbrichiana","248",8,102,1,0,2013-07-25,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"446","Booted Racket-tail","Psammisia ulbrichiana","212",8,102,1,3,2013-06-04,"1500_1700",6,"2013",1.571,0,0,0,0,3851,0,323.5,0,1,36
"447","Booted Racket-tail","Psammisia ulbrichiana","108",8,102,1,0,2015-07-14,"1900_2100",7,"2015",1.571,2423,1497,141.5,1,3851,0,323.5,0,1,36
"448","Booted Racket-tail","Psammisia ulbrichiana","96",8,102,1,2,2014-06-04,"1900_2100",6,"2014",1.571,1153,492,244.333333333333,1,3851,0,323.5,0,1,36
"449","Booted Racket-tail","Psammisia ulbrichiana","312",8,102,2,0,2014-07-08,"1300_1500",7,"2014",1.571,2539,1522,6,1,3851,0,323.5,0,1,36
"450","Booted Racket-tail","Psammisia ulbrichiana","248",8,102,3,0,2013-07-24,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"451","Booted Racket-tail","Psammisia ulbrichiana","155",8,102,2,0,2015-03-25,"1900_2100",3,"2015",1.571,849,43.6666666666667,23.5,1,3851,0,323.5,0,1,36
"452","Booted Racket-tail","Psammisia ulbrichiana","108",8,102,2,0,2015-07-14,"1900_2100",7,"2015",1.571,2423,1497,141.5,1,3851,0,323.5,0,1,36
"453","Booted Racket-tail","Psammisia ulbrichiana","155",8,102,1,1,2015-03-25,"1900_2100",3,"2015",1.571,849,43.6666666666667,23.5,1,3851,0,323.5,0,1,36
"454","Booted Racket-tail","Psammisia ulbrichiana","96",8,102,2,0,2014-06-04,"1900_2100",6,"2014",1.571,1153,492,244.333333333333,1,3851,0,323.5,0,1,36
"455","Booted Racket-tail","Psammisia ulbrichiana","218",8,102,3,1,2013-06-07,"1500_1700",6,"2013",1.571,1115,902.000000000001,220,1,3851,0,323.5,0,1,36
"456","Booted Racket-tail","Psammisia ulbrichiana","248",8,102,1,0,2013-07-26,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"457","Booted Racket-tail","Psammisia ulbrichiana","218",8,102,2,0,2013-06-08,"1500_1700",6,"2013",1.571,1115,902.000000000001,220,1,3851,0,323.5,0,1,36
"458","Booted Racket-tail","Psammisia ulbrichiana","108",8,102,3,0,2015-07-14,"1900_2100",7,"2015",1.571,2423,1497,141.5,1,3851,0,323.5,0,1,36
"459","Booted Racket-tail","Psammisia ulbrichiana","218",8,102,1,0,2013-06-08,"1500_1700",6,"2013",1.571,1115,902.000000000001,220,1,3851,0,323.5,0,1,36
"460","Booted Racket-tail","Psammisia ulbrichiana","212",8,102,1,3,2013-06-05,"1500_1700",6,"2013",1.571,0,0,0,0,3851,0,323.5,0,1,36
"461","Booted Racket-tail","Psammisia ulbrichiana","96",8,102,3,0,2014-06-04,"1900_2100",6,"2014",1.571,1153,492,244.333333333333,1,3851,0,323.5,0,1,36
"462","Booted Racket-tail","Psammisia ulbrichiana","218",8,102,3,1,2013-06-08,"1500_1700",6,"2013",1.571,1115,902.000000000001,220,1,3851,0,323.5,0,1,36
"463","Booted Racket-tail","Psammisia ulbrichiana","212",8,102,3,0,2013-06-04,"1500_1700",6,"2013",1.571,0,0,0,0,3851,0,323.5,0,1,36
"464","Booted Racket-tail","Psammisia ulbrichiana","257",8,102,3,0,2013-07-30,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"465","Booted Racket-tail","Psammisia ulbrichiana","155",8,102,3,0,2015-03-25,"1900_2100",3,"2015",1.571,849,43.6666666666667,23.5,1,3851,0,323.5,0,1,36
"466","Booted Racket-tail","Psammisia ulbrichiana","257",8,102,1,0,2013-07-28,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"467","Booted Racket-tail","Psammisia ulbrichiana","257",8,102,1,0,2013-07-30,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"468","Booted Racket-tail","Psammisia ulbrichiana","248",8,102,3,0,2013-07-25,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"469","Booted Racket-tail","Psammisia ulbrichiana","257",8,102,3,0,2013-07-29,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"470","Booted Racket-tail","Psammisia ulbrichiana","257",8,102,2,0,2013-07-29,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"471","Booted Racket-tail","Psammisia ulbrichiana","218",8,102,2,0,2013-06-07,"1500_1700",6,"2013",1.571,1115,902.000000000001,220,1,3851,0,323.5,0,1,36
"472","Booted Racket-tail","Psammisia ulbrichiana","218",8,102,2,0,2013-06-06,"1500_1700",6,"2013",1.571,0,0,0,0,3851,0,323.5,0,1,36
"473","Booted Racket-tail","Psammisia ulbrichiana","248",8,102,2,0,2013-07-24,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"474","Booted Racket-tail","Psammisia ulbrichiana","257",8,102,2,0,2013-07-30,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"475","Booted Racket-tail","Psammisia ulbrichiana","257",8,102,2,0,2013-07-28,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"476","Booted Racket-tail","Psammisia ulbrichiana","321",8,102,2,0,2014-11-30,"1500_1700",11,"2014",1.571,3679.5,2684,0,1,3851,0,323.5,0,1,36
"477","Booted Racket-tail","Psammisia ulbrichiana","212",8,102,2,0,2013-06-05,"1500_1700",6,"2013",1.571,0,0,0,0,3851,0,323.5,0,1,36
"478","Booted Racket-tail","Psammisia ulbrichiana","248",8,102,2,0,2013-07-25,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"479","Booted Racket-tail","Psammisia ulbrichiana","218",8,102,1,0,2013-06-07,"1500_1700",6,"2013",1.571,1115,902.000000000001,220,1,3851,0,323.5,0,1,36
"480","Booted Racket-tail","Psammisia ulbrichiana","218",8,102,3,1,2013-06-06,"1500_1700",6,"2013",1.571,0,0,0,0,3851,0,323.5,0,1,36
"481","Booted Racket-tail","Psammisia ulbrichiana","212",8,102,3,0,2013-06-05,"1500_1700",6,"2013",1.571,0,0,0,0,3851,0,323.5,0,1,36
"482","Booted Racket-tail","Psammisia ulbrichiana","321",8,102,1,0,2014-11-30,"1500_1700",11,"2014",1.571,3679.5,2684,0,1,3851,0,323.5,0,1,36
"483","Booted Racket-tail","Psammisia ulbrichiana","248",8,102,2,0,2013-07-26,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"484","Booted Racket-tail","Psammisia ulbrichiana","312",8,102,1,0,2014-07-08,"1300_1500",7,"2014",1.571,2539,1522,6,1,3851,0,323.5,0,1,36
"485","Booted Racket-tail","Psammisia ulbrichiana","218",8,102,1,0,2013-06-06,"1500_1700",6,"2013",1.571,0,0,0,0,3851,0,323.5,0,1,36
"486","Booted Racket-tail","Psammisia ulbrichiana","321",8,102,3,0,2014-11-30,"1500_1700",11,"2014",1.571,3679.5,2684,0,1,3851,0,323.5,0,1,36
"487","Booted Racket-tail","Psammisia ulbrichiana","257",8,102,3,0,2013-07-28,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"488","Booted Racket-tail","Psammisia ulbrichiana","257",8,102,1,0,2013-07-29,"1700_1900",7,"2013",1.571,3316.83333333333,2185.5,10,1,3851,0,323.5,0,1,36
"489","Booted Racket-tail","Psammisia ulbrichiana","212",8,102,2,0,2013-06-04,"1500_1700",6,"2013",1.571,0,0,0,0,3851,0,323.5,0,1,36
"490","Booted Racket-tail","Renealmia sessilifolia","235",8,104,3,0,2013-07-06,"1500_1700",7,"2013",1.249,2420.75,2033,113,1,3851,0,323.5,0,1,37
"491","Booted Racket-tail","Renealmia sessilifolia","181",8,104,1,0,2014-03-11,"1700_1900",3,"2014",1.249,605.666666666667,28.6666666666667,5.33333333333333,1,3851,0,323.5,0,1,37
"492","Booted Racket-tail","Renealmia sessilifolia","322",8,104,3,0,2014-12-09,"1500_1700",12,"2014",1.249,1876.5,710.5,12.5,1,3851,0,323.5,0,1,37
